"country";"energyCarrierParameterScenario";"period";"value";"paperScen";"energyCarrier";"parameter";"unit"
"IT";"PROG";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2040;0,055;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2040;0,043;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2045;0,015;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2045;0,045;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2045;0,032;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2050;0,013;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2050;0,035;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2050;0,028;"Sensitivity | Removed policies except for bio/syn fuel mandates";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2030;0,053;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2030;0,075;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2030;0,143;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2035;0,031;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2035;0,065;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2035;0,082;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2040;0,02;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2040;0,055;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2040;0,043;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2045;0,015;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2045;0,045;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2045;0,032;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2050;0,013;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"FR";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"IT";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"NL";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"PL";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"PROG";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"UK";"BAU";2050;0,035;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"BAU";2050;0,028;"Sensitivity | Current policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"ES";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"FR";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"IT";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"NL";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"PL";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"UK";"PROG";2030;0,053;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Station";"EUR/kWh"
"DE";"PROG";2030;0,075;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"DE";"BAU";2030;0,075;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
"ES";"PROG";2030;0,075;"Sensitivity | Removed policies | Removed diesel efficiency gains";"MCS";"Grid extension";"EUR/kWh"
