"country","energyCarrierParameterScenario","period","value","paperScen","energyCarrier","parameter","unit"
"NL","PROG",2035,0.066032811393,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","BAU",2035,0.066032811393,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","PROG",2035,0.066032811393,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","BAU",2035,0.066032811393,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","PROG",2035,0.066032811393,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"DE","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"DE","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"ES","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"ES","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"IT","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"IT","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"NL","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"NL","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","BAU",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","PROG",2040,0.069409963512,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"DE","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"DE","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"ES","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"ES","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"IT","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"IT","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"NL","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"NL","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","BAU",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","PROG",2045,0.073230220657,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"DE","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"DE","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"ES","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"ES","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"IT","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"IT","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"NL","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"NL","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"PL","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","BAU",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"UK","PROG",2050,0.079324918514,"Removed policies","Diesel fossil","Wholesale","EUR/kWh"
"FR","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"ES","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"IT","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"NL","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"PL","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"UK","BAU",2030,0.140715825165,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"ES","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"IT","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"NL","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"PL","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"UK","BAU",2030,0.26,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"ES","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"IT","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"NL","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"PL","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"UK","BAU",2035,0.159117342372,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"ES","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"IT","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"NL","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"PL","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"UK","BAU",2035,0.2388,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"ES","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"IT","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"NL","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"PL","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"UK","BAU",2040,0.172288938243,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"ES","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"IT","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"NL","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"PL","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"UK","BAU",2040,0.2176,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"ES","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"IT","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"NL","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"PL","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"UK","BAU",2045,0.169571282203,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"ES","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"IT","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"NL","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"PL","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"UK","BAU",2045,0.1964,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"ES","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"IT","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"NL","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"PL","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"UK","BAU",2050,0.151739792681,"Removed policies","Diesel bio","Wholesale","EUR/kWh"
"DE","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"ES","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"IT","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"NL","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"PL","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"UK","BAU",2050,0.1752,"Removed policies","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"ES","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"IT","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"NL","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"PL","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"UK","PROG",2030,0.106340559242,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"ES","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"IT","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"NL","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"PL","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"UK","PROG",2030,0.244,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"ES","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"IT","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"NL","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"PL","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"UK","PROG",2035,0.118651367567,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"ES","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"IT","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"NL","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"PL","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"UK","PROG",2035,0.2148,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"ES","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"IT","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"NL","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"PL","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"UK","PROG",2040,0.131040601035,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"ES","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"IT","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"NL","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"PL","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"UK","PROG",2040,0.1856,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"ES","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"IT","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"NL","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"PL","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"UK","PROG",2045,0.142438806818,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"ES","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"IT","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"NL","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"PL","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"UK","PROG",2045,0.1564,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"ES","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"IT","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"NL","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"PL","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"UK","PROG",2050,0.151451382,"Sensitivity | Current Policies | Urban depot-only charging","Diesel bio","Wholesale","EUR/kWh"
"DE","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"ES","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"IT","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"NL","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"PL","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"UK","PROG",2050,0.1272,"Sensitivity | Current Policies | Urban depot-only charging","Diesel syn","Wholesale","EUR/kWh"
"FR","BAU",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"FR","PROG",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"DE","BAU",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"DE","PROG",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"ES","BAU",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"ES","PROG",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"IT","BAU",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"IT","PROG",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
"NL","BAU",2030,0.063495430079,"Sensitivity | Current Policies | Urban depot-only charging","Diesel fossil","Wholesale","EUR/kWh"
