;type;tfl_av;tfl_max;wfl;jfl;bet_sr_feas_pess;bet_lr_feas_pess;bet_sr_share_pess;bet_lr_share_pess;bet_sr_feas_med;bet_lr_feas_med;bet_sr_share_med;bet_lr_share_med;bet_sr_feas_opt;bet_lr_feas_opt;bet_sr_share_opt;bet_lr_share_opt;bet_sr_feas_med5YDelayMCS;bet_lr_feas_med5YDelayMCS;bet_sr_share_med5YDelayMCS;bet_lr_share_med5YDelayMCS
3965;rig;190;260;955;44552.282;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3966;rig;999;1653;5002;233351.322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9986968564170012;0.0;0.0;0.0;0.0
3967;rig;471;972;2362;110191.088;0.0;1.0;0.0;0.0024999448449929;0.0;1.0;0.0;0.9986968564170012;1.0;1.0;0.9986968564170012;0.0013014453998008;0.0;1.0;0.0;0.98688369345071
3968;rig;196;272;986;45998.481;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3969;rig;233;315;1170;54582.376;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3970;rig;46;48;233;10869.824;1.0;1.0;0.0;0.0;1.0;1.0;0.873926317874528;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.863589012868261;0.0
3971;rig;240;249;1204;56168.531;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3972;rig;516;600;2587;120687.699;1.0;1.0;0.0028568621940376;3.257787082603252e-06;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3973;rig;47;54;241;11243.036;1.0;1.0;0.0;0.0;1.0;1.0;0.873926317874528;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.863589012868261;0.0
3974;rig;175;328;880;41053.411;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3975;rig;254;296;1274;59434.143;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3976;rig;426;439;2136;99647.826;1.0;1.0;0.0028568621940376;2.72523072640956e-09;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
3977;rig;77;102;391;18240.777;1.0;1.0;0.0;0.0;1.0;1.0;0.9986968564170012;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.0
3978;rig;222;271;1116;52063.19;1.0;1.0;2.091274332286633e-06;0.0;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.9986968564170012;0.0013014453998008;1.0;1.0;0.98688369345071;0.012944269051795
