"category";"subCategory";"country";"parameter";"truckClass";"energyCarrierParameterScenario";"unit";"period";"value";"paperScen";"energyCarrier"
"OPEX";"Taxes";"DE";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"DE";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction biodiesel";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction biodiesel";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction biodiesel";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction biodiesel";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction biodiesel";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction biodiesel";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction biodiesel";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction biodiesel";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"DE";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"DE";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"DE";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"DE";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"ES";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"FR";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"IT";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"NL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"PL";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"BAU";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Rigid";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"UK";"Excise Duty - Reduction Synthetic Diesel (E-Fuels)";"Tractor-Trailer";"PROG";"%";2030;"0.5";"Current policies";"Diesel"
"OPEX";"Taxes";"DE";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.015";"Current policies";"Hydrogen"
"OPEX";"Taxes";"DE";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.015";"Current policies";"Hydrogen"
"OPEX";"Taxes";"DE";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.015";"Current policies";"Hydrogen"
"OPEX";"Taxes";"DE";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.015";"Current policies";"Hydrogen"
"OPEX";"Taxes";"ES";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.008";"Current policies";"Hydrogen"
"OPEX";"Taxes";"ES";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.008";"Current policies";"Hydrogen"
"OPEX";"Taxes";"ES";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.008";"Current policies";"Hydrogen"
"OPEX";"Taxes";"ES";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.008";"Current policies";"Hydrogen"
"OPEX";"Taxes";"FR";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.012";"Current policies";"Hydrogen"
"OPEX";"Taxes";"FR";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.012";"Current policies";"Hydrogen"
"OPEX";"Taxes";"FR";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.012";"Current policies";"Hydrogen"
"OPEX";"Taxes";"FR";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.012";"Current policies";"Hydrogen"
"OPEX";"Taxes";"IT";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"IT";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"IT";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"IT";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"NL";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.024";"Current policies";"Hydrogen"
"OPEX";"Taxes";"NL";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.024";"Current policies";"Hydrogen"
"OPEX";"Taxes";"NL";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.024";"Current policies";"Hydrogen"
"OPEX";"Taxes";"NL";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.024";"Current policies";"Hydrogen"
"OPEX";"Taxes";"PL";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"PL";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"PL";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"PL";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.009";"Current policies";"Hydrogen"
"OPEX";"Taxes";"UK";"Taxes, Fees, Levies and charges - H2";"Rigid";"BAU";"EUR/kWh";2030;"0.006";"Current policies";"Hydrogen"
"OPEX";"Taxes";"UK";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.006";"Current policies";"Hydrogen"
"OPEX";"Taxes";"UK";"Taxes, Fees, Levies and charges - H2";"Rigid";"PROG";"EUR/kWh";2030;"0.006";"Current policies";"Hydrogen"
"OPEX";"Taxes";"UK";"Taxes, Fees, Levies and charges - H2";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.006";"Current policies";"Hydrogen"
"OPEX";"Charging Infrastructure";"DE";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Rigid";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Rigid";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS grid extension";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.075";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Rigid";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Tractor-Trailer";"PROG";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Rigid";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"UK";"MCS Profit and Mark-Up";"Tractor-Trailer";"BAU";"%";2030;"0.1";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"DE";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"ES";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"FR";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"IT";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"NL";"CCS Station (Depot) - Incl. Overhead";"Tractor-Trailer";"BAU";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
"OPEX";"Charging Infrastructure";"PL";"CCS Station (Depot) - Incl. Overhead";"Rigid";"PROG";"EUR/kWh";2030;"0.029";"Current policies";"Electricity"
